name,alternative-fr,alternative-nl,alternative-de,alternative-en,country-code,longitude,latitude,avg_stop_times
Liège-Jonfosse,,Luik-Jonfosse,,,be,5.561131,50.640299,137.3843931
Liège-Palais,,Luik-Paleis,,,be,5.570453,50.646349,137.3843931
Lier,Lierre,,,,be,4.560614,51.135758,154.4132948
Lierde,,,,,be,3.826564,50.816236,28.73988439
Liers,,,,,be,5.56683,50.698181,74.13294798
Ligny,,,,,be,4.566133,50.511726,20.16184971
Lillois,,,,,be,4.365368,50.645423,48.87283237
Limal,,,,,be,4.575302,50.69214,51.95086705
Linkebeek,,,,,be,4.339434,50.773681,51.32947977
Lissewege,,,,,be,3.194505,51.294714,13.26300578
Lobbes,,,,,be,4.260958,50.346469,20.73410405
Lodelinsart,,,,,be,4.462946,50.432451,20.16184971
Lokeren,,,,,be,3.987794,51.108062,103.9566474
Lommel,,,,,be,5.312031,51.211564,18.5433526
Londerzeel,,,,,be,4.299073,51.009091,36.34104046
Lonzée,,,,,be,4.7201,50.551935,30.82080925
Lot,,,,,be,4.273696,50.766364,49.05491329
Louvain-la-Neuve-Université,,,,,be,4.615745,50.669793,79.94219653
Lustin,,,,,be,4.877241,50.391559,34.16763006
Luttre,,,,,be,4.38412,50.505856,101.9624277
Maffle,,,,,be,3.800117,50.614356,26.03757225
Malderen,,,,,be,4.22911,51.014484,23.02312139
Manage,,,,,be,4.234683,50.506108,51.91618497
Marbehan,,,,,be,5.539755,49.727337,38.19942197
Marche-en-Famenne,,,,,be,5.346289,50.222472,25.34682081
Marche-les-Dames,,,,,be,4.96458,50.480741,24.32080925
Marche-lez-Écaussinnes,,,,,be,4.177098,50.546173,21.55780347
Marchienne-au-Pont,,,,,be,4.394223,50.412171,123.6069364
Marchienne-Zone,,,,,be,4.388767,50.397465,20.73410405
Maria-Aalter,,,,,be,3.38673,51.107612,25.86705202
Mariembourg,,,,,be,4.525691,50.09549,31.23988439
Marloie,,,,,be,5.313892,50.202821,65.36705202
Masnuy-Saint-Pierre,,,,,be,3.962139,50.536546,18.57225434
Maubray,,,,,be,3.495527,50.547557,4.947976879
Mazy,,,,,be,4.675829,50.513497,4.841040462
Mechelen,Malines,,,,be,4.482785,51.017648,306.5231214
Mechelen-Nekkerspoel,Malines-Nekkerspoel,,,,be,4.489914,51.029883,91.37283237
Meiser,,,,,be,4.394421,50.854072,20.7716763
Melkouwen,,,,,be,4.671532,51.094938,29.92196532
Melle,,,,,be,3.797088,51.002807,64.19075145
Melreux-Hotton,,,,,be,5.440136,50.28367,25.34682081
Melsele,,,,,be,4.286766,51.21071,30.43352601
Menen,Menin,,,,be,3.113791,50.799489,22.44508671
Merchtem,,,,,be,4.222718,50.954958,38.58959538
Merelbeke,,,,,be,3.768889,51.017531,64.19075145
Merode,,,,,be,4.398934,50.839284,20.7716763
Méry,,,,,be,5.587236,50.54762,25.43930636
Messancy,,,,,be,5.818915,49.592777,14.51734104
Mevergnies-Attre,,,,,be,3.833917,50.600108,21.67630058
Michelau,,,,,lu,6.09251,49.89644,
Milmort,,,,,be,5.60009,50.692455,74.13294798
Moensberg,,,,,be,4.330733,50.77832,37.74277457
Mouscron,,Moeskroen,,,be,3.228448,50.741005,55.43352601
Mol,,,,,be,5.116336,51.19105,59.75144509
Mollem,,,,,be,4.216965,50.933473,36.13872832
Momalle,,,,,be,5.367602,50.66991,30.34682081
Mons,,Bergen,,,be,3.942542,50.453854,146.6965318
Mont-Saint-Guibert,,,,,be,4.613884,50.637611,31.50867052
Moortsele,,,,,be,3.781339,50.953519,26.70809249
Morlanwelz,,,,,be,4.247367,50.457998,26.02312139
Mortsel,,,,,be,4.448437,51.18296,67.68786127
Mortsel-Deurnesteenweg,,,,,be,4.446514,51.183023,6.829479769
Mortsel-Liersesteenweg,,,,,be,4.468843,51.169027,25.10693642
Mortsel-Oude God,,,,,be,4.455737,51.171256,64.89306358
Moustier,,,,,be,4.693807,50.452748,16.42774566
Muizen,,,,,be,4.513843,51.008201,32.61560694
Munkzwalm,,,,,be,3.733238,50.875673,28.58959538
Namêche,,,,,be,4.997939,50.47043,24.32080925
Namur,,Namen,,,be,4.86222,50.468794,202.1878613
Naninne,,,,,be,4.929756,50.419695,27.20520231
Natoye,,,,,be,5.06116,50.343296,3.624277457
Neerpelt,,,,,be,5.43717,51.222369,18.5433526
Neerwinden,,,,,be,5.036323,50.763964,18.13872832
Nessonvaux,,,,,be,5.741581,50.572089,33.01445087
Neufchâteau,,,,,be,5.452559,49.854318,19.02890173
Neufvilles,,,,,be,4.010672,50.543602,18.57225434
Niel,,,,,be,4.338589,51.111595,15.45086705
Nieuwkerken-Waas,,,,,be,4.185907,51.185612,30.43352601
Nijlen,,,,,be,4.666588,51.15984,29.56936416
Nimy,,,,,be,3.956089,50.471644,25.8583815
Ninove,,,,,be,4.026133,50.839509,29.24566474
Nivelles,,Nijvel,,,be,4.335065,50.599641,96.32947977
Noorderkempen,,,,,be,4.632204,51.356838,26.29768786
Nossegem,,,,,be,4.506112,50.883314,49.15317919
Obaix-Buzet,,,,,be,4.36357,50.535206,21.86416185
Obourg,,,,,be,4.007804,50.469873,21.24277457
Okegem,,,,,be,4.054557,50.857712,26.86416185
Olen,,,,,be,4.847585,51.188057,45.52890173
Oostende,Ostende,,,,be,2.925809,51.228212,59.89595376
Oostkamp,,,,,be,3.257466,51.154114,25.86705202
Opwijk,,,,,be,4.187319,50.974779,38.79190751
Ottignies,,,,,be,4.56936,50.673667,253.4710983
Oud-Heverlee,,,,,be,4.653311,50.835931,49.89595376
Oudegem,,,,,be,4.064472,51.01523,15.07514451
Oudenaarde,Audenarde,,,,be,3.600386,50.850116,82.91618497
Overpelt,,,,,be,5.422751,51.215618,18.5433526
Paliseul,,,,,be,5.118349,49.895408,16.57514451
Papegem,Papignies,Papegem,Papignies,Papignies,be,3.823408,50.686585,27.1416185
Pécrot,,,,,be,4.651486,50.778517,49.89595376
Pepinster,,,,,be,5.80615,50.568179,62.93641618
Pepinster-Cité,,,,,be,5.804397,50.563405,21.78323699
Péruwelz,,,,,be,3.592772,50.513704,31.72543353
Philippeville,,,,,be,4.535956,50.191639,31.23988439
Piéton,,,,,be,4.288438,50.434959,26.02312139
Poix-Saint-Hubert,,,,,be,5.292641,50.019504,18.94219653
Pont-à-Celles,,,,,be,4.355291,50.513812,28.72254335
Pont-de-Seraing,,,,,be,5.510162,50.619651,25.46820809
Poperinge,,,,,be,2.736343,50.854449,22.44508671
Poulseur,,,,,be,5.578858,50.509209,45.97687861
Profondsart,,,,,be,4.549153,50.693758,18.28323699
Pry,,,,,be,4.428805,50.269278,10.28901734
Puurs,,,,,be,4.282703,51.07722,43.31791908
Quaregnon,,,,,be,3.856543,50.449827,58.34104046
Quevy,,,,,be,3.909489,50.341534,22.15606936
Quievrain,,,,,be,3.68608,50.410103,24.67052023
Rebaix,,,,,be,3.793627,50.661235,27.1416185
Remicourt,,,,,be,5.321407,50.678611,30.34682081
Ronse,Renaix,,,,be,3.602552,50.742506,17.48554913
Rhisnes,,,,,be,4.801866,50.499348,30.82080925
Sint-Genesius-Rode,Rhode-Saint-Genèse,,,,be,4.361997,50.74781,51.69653179
Rivage,,,,,be,5.587631,50.483285,45.97687861
Rixensart,,,,,be,4.532855,50.711413,30.73410405
Roeselare,Roulers,,,,be,3.130412,50.949025,35.27456647
Ronet,,,,,be,4.82842,50.457737,16.42774566
Roux,,,,,be,4.393199,50.443112,30.09248555
Ruisbroek,,,,,be,4.295333,50.79183,49.05491329
Ruisbroek-Sauvegarde,,,,,be,4.324998,51.081022,15.45086705
Saint-Denis-Bovesse,,,,,be,4.767788,50.5213,30.82080925
Saint-Ghislain,,,,,be,3.820253,50.44286,71.51445087
Sint-Job,Saint-Job,,,,be,4.362761,50.79441,59.68208092
Sart-Bernard,,,,,be,4.949739,50.406373,27.20520231
Schaarbeek/Schaerbeek,Schaerbeek,Schaarbeek,,,be,4.378636,50.878513,135.0433526
Scheldewindeke,,,,,be,3.777842,50.937069,26.70809249
Schelle,,,,,be,4.340261,51.12551,15.45086705
Schellebelle,,,,,be,3.921373,51.003149,35.61849711
Schendelbeke,,,,,be,3.899286,50.797844,26.86416185
Schoonaarde,,,,,be,4.011094,51.003149,21.43352601
Schulen,,,,,be,5.187405,50.963758,32.47398844
Sclaigneaux,,,,,be,5.026363,50.492247,24.32080925
Sclessin,,,,,be,5.558911,50.609844,21.87861272
Serskamp,,,,,be,3.959361,50.984397,20.5433526
Silly,,Opzullik,,,be,3.935863,50.662386,35.12716763
Simonis,,,,,be,4.32898,50.863645,19.43352601
Sinaai,,,,,be,4.06894,51.143398,39.11849711
Sint-Denijs-Boekel,,,,,be,3.698395,50.874297,22.97109827
Sint-Gillis-Dendermonde,Saint-Gilles-lez-Termonde,,,,be,4.117832,51.021693,36.34104046
Sint-Joris-Weert,,,,,be,4.651728,50.800631,49.89595376
Sint-Katelijne-Waver,Wavre-Sainte-Catherine,,,,be,4.496116,51.069975,31.93930636
Sint-Mariaburg,,,,,be,4.4349,51.291658,22.24277457
Sint-Martens-Bodegem,Bodeghem-Saint-Martin,,,,be,4.205081,50.86716,39.12138728
Sint-Niklaas,Saint-Nicolas,,,,be,4.142966,51.171472,127.583815
Sint-Truiden,Saint-Trond,,,,be,5.176654,50.81762,37.95375723
Sleidinge,,,,,be,3.667526,51.126607,20.71098266
Soignies,,Zinnik,,,be,4.067519,50.572763,61.78323699
Solre-sur-Sambre,,,,,be,4.158427,50.312642,20.73410405
Spa,,,,,be,5.855096,50.490305,21.78323699
Spa-Géronstère,,,,,be,5.866207,50.489307,21.78323699
Statte,,,,,be,5.219676,50.528276,43.37861272
Stockem,,,,,be,5.769115,49.690939,19.02890173
Sy,,,,,be,5.523565,50.403254,25.34682081
Tamines,,,,,be,4.608823,50.432235,50.99710983
Temse,,,,,be,4.221352,51.126085,24.45375723
Terhagen,,,,,be,3.896653,50.901643,18.1734104
Ternat,,,,,be,4.16534,50.874522,39.31213873
Testelt,,,,,be,4.945829,51.009864,32.47398844
Theux,,,,,be,5.815031,50.536159,21.78323699
Thieu,,,,,be,4.098523,50.46954,25.8583815
Thuin,,,,,be,4.288906,50.342738,20.73410405
Thulin,,,,,be,3.744708,50.423335,24.67052023
Tielen,,,,,be,4.893089,51.241021,48.52601156
Tielt,,,,,be,3.330341,50.990842,19.89017341
Tienen,Tirlemont,,Thienen,,be,4.92581,50.80802,77.36416185
Tilff,,,,,be,5.583937,50.570624,25.43930636
Tilly,,,,,be,4.552676,50.558084,20.16184971
Tollembeek,,,,,be,3.992828,50.735522,21.73699422
Tongeren,Tongres,,Tongern,,be,5.47328,50.784405,49.94508671
Torhout,,,,,be,3.105871,51.064707,34.90462428
Tournai,,Doornik,,,be,3.396942,50.613134,109.7890173
Trois-Ponts,,,,,be,5.873578,50.368214,21.60693642
Trooz,,,,,be,5.688346,50.573213,33.01445087
Tubize,,Tubeke,,,be,4.205729,50.691708,76.80057803
Turnhout,,,,,be,4.937415,51.322032,48.52601156
Ukkel-Kalevoet/Uccle-Calevoet,Uccle-Calevoet,Ukkel-Kalevoet,,,be,4.332207,50.791749,29.75722543
Ukkel-Stalle/Uccle-Stalle,Uccle-Stalle,Ukkel-Stalle,,,be,4.323901,50.802411,21.7283237
Veltem,,,,,be,4.633516,50.900519,49.15317919
Vertrijk,,,,,be,4.835522,50.836282,18.13872832
Verviers-Central,,Verviers-Centraal,,,be,5.854917,50.588135,82.1734104
Verviers-Palais,,Verviers-Paleis,,,be,5.865335,50.590921,21.01445087
Veurne,Furnes,,,,be,2.66994,51.073867,19.82369942
Viane-Moerbeke,,,,,be,3.917337,50.751981,21.73699422
Vichte,,,,,be,3.39163,50.833657,22.65028902
Vielsalm,,,,,be,5.909211,50.278933,21.60693642
Vijfhuizen,,,,,be,3.98125,50.943254,7.297687861
Ville-Pommerœul,,,,,be,3.724248,50.464542,4.947976879
Villers-la-Ville,,,,,be,4.533349,50.578103,20.16184971
Vilvoorde,Vilvorde,,,,be,4.432823,50.924583,130.4132948
Virton,,,,,be,5.519125,49.560821,24.04046243
Visé,,Wezet,,,be,5.692544,50.73776,35.62716763
Viville,,,,,be,5.786527,49.688243,19.02890173
Voroux,,,,,be,5.429556,50.66181,21.08381503
Waarschoot,,,,,be,3.615353,51.154608,20.71098266
Walcourt,,,,,be,4.435879,50.259219,33.21676301
Waregem,,,,,be,3.42551,50.892456,59.24566474
Waremme,,Borgworm,,,be,5.249475,50.694549,50.84104046
Waterloo,,,,,be,4.383481,50.715422,51.69653179
Watermaal/Watermael,Watermael,Watermaal,,,be,4.399887,50.80917,18.28323699
Wavre,,Waver,,,be,4.604778,50.716267,54.97398844
Weerde,,,,,be,4.470937,50.977449,41.92485549
Welkenraedt,,,,,be,5.975381,50.659707,51.56647399
Welle,,,,,be,4.05062,50.903279,18.1734104
Wervik,,,,,be,3.046983,50.781861,22.44508671
Wespelaar-Tildonk,,,,,be,4.638011,50.958544,43.94219653
Wetteren,,,,,be,3.881883,51.001603,74.60693642
Wevelgem,,,,,be,3.18352,50.811526,22.44508671
Wezemaal,,,,,be,4.747679,50.956261,66.71676301
Wichelen,,,,,be,3.969195,51.001962,15.07514451
Wijgmaal,,,,,be,4.701475,50.92274,43.94219653
Wildert,,,,,be,4.46335,51.428087,22.24277457
Willebroek,,,,,be,4.356019,51.066343,27.86705202
Wolfstee,,,,,be,4.786144,51.168361,12.65895954
Wondelgem,,,,,be,3.719071,51.088357,20.71098266
Yves-Gomezée,,,,,be,4.492709,50.237133,13.89884393
Yvoir,,,,,be,4.878643,50.32084,34.16763006
Zandbergen,,,,,be,3.957653,50.806986,26.86416185
Zaventem,,,,,be,4.469886,50.885723,72.32947977
Zedelgem,,,,,be,3.16414,51.127047,32.83236994
Zeebrugge-Dorp,,,,,be,3.19517,51.326383,7.760115607
Zeebrugge-Strand,,,,,be,3.186666,51.324549,5.74566474
Zele,,,,,be,4.041999,51.073256,24.2283237
Zellik,,,,,be,4.274541,50.890028,38.58959538
Zichem,,,,,be,4.987359,51.00669,32.47398844
Zingem,,,,,be,3.646384,50.908025,24.41618497
Zolder,,,,,be,5.3299,51.033548,28.39306358
Zonhoven,,,,,be,5.348815,50.989557,28.39306358
Zottegem,,,,,be,3.81441,50.869102,78.16473988
Zwankendamme,,,,,be,3.191557,51.306409,0
Zwijndrecht,,,,,be,4.32978,51.214108,30.43352601
Amsterdam CS,,,,,nl,4.900272,52.379128,44.92774566
Den Haag HS,,,,,nl,4.299999,52.083329,28.87572254
Dordrecht,,,,,nl,4.666668,51.799998,28.87572254
Eijsden,,,,,nl,5.709786,50.772135,32.37283237
Maastricht,,,,,nl,5.683331,50.85,32.37283237
Maastricht Randwyck,,,,,nl,5.716707,50.838502,32.37283237
Roosendaal,,,,,nl,4.466667,51.533333,49.06069364
Rotterdam CS,,,,,nl,4.469424,51.925093,45.0867052
Schiphol,,,,,nl,4.762268,52.308294,45.0867052
Aéroport Charles-de-Gaulle TGV,,,,,fr,2.571123,49.003955,11.80635838
Haute-Picardie TGV,,,,,fr,2.802566,49.623044,1.962427746
Aix-en-Provence TGV,,,,,fr,5.317243,43.455128,3.971098266
Annappes,,,,,fr,3.1473086,50.6228168,3.36416185
Antibes,,,,,fr,7.1201361,43.586618,1
Ascq,,,,,fr,3.166666,50.616666,18.38728324
Avignon TGV,,,,,fr,4.785841,43.921433,5.020231214
Baisieux,,,,,fr,3.2378999,50.610039,19.58092486
Cannes,,,,,fr,7.019895,43.553742,1
Colmar,,,,,fr,7.366668,48.083335,2.057803468
Croix l'Allumette,,,,,fr,3.13381,50.675708,1.057803468
Croix Wasquehal,,,,,fr,3.149272,50.6764687,2.037572254
Hellemmes,,,,,fr,3.108892,50.626941,5.696531792
Les Arcs - Draguignan,,,,,fr,6.4826446,43.4555673,1
Lezennes,,,,,fr,3.116667,50.616666,7.36416185
Lille Europe,,Rijsel-Europa,,,fr,3.071516,50.636108,12.60982659
Lille Flandres,,Rijsel-Vlaanderen,,,fr,3.066669,50.633333,57.44797688
Lyon Part Dieu TGV,,,,,fr,4.8594013,45.7612738,11.30924855
Lyon-Perrache TGV,,,,,fr,4.825301,45.74836,1
Lyon-Saint Exupéry TGV,,,,,fr,5.075822,45.720907,0.497109827
Marne-la-Vallée - Chessy,,,,,fr,2.782184,48.868256,11.80635838
Marseille-Saint-Charles,,,,,fr,5.380752,43.303178,5.965317919
Metz,,,,,fr,6.166663,49.13333,2.057803468
Montpellier,,,,,fr,3.880534,43.604947,3.898843931
Mulhouse,,,,,fr,7.333336,47.749998,2.057803468
Nice Ville,,,,,fr,7.261928,43.704605,1
Nîmes,,,,,fr,4.365997,43.832602,3.898843931
Paris Nord,,Parijs Noord,,,fr,2.3553093,48.8809984,27.99421965
Pont de Bois,,,,,fr,3.1275,50.624164,12.28612717
Roubaix,,,,,fr,3.166666,50.699997,20.45953757
Saint-Louis-Haut-Rhin,,,,,fr,7.555316,47.5907,0.222543353
Saint-Raphaël-Valescure,,,,,fr,6.768825,43.423456,1
Saverne,,,,,fr,7.362255,48.744798,0.511560694
Selestat,,,,,fr,7.449999,48.26667,2.057803468
Strasbourg,,Straatsburg,Straßburg,,fr,7.733905,48.585437,2.057803468
Thionville,,,,,fr,6.166663,49.366663,2.057803468
Narbonne,,,,,fr,3.00601,43.190399,0.355491329
Béziers,,,,,fr,3.218794,43.336177,0.355491329
Chambéry-Challes-les-Eaux,,,,,fr,5.919756,45.571498,0.014450867
Albertville,,,,,fr,6.383617,45.673624,0.014450867
Moûtiers-Salins-Brides-les-Bai,,,,,fr,6.531454,45.486693,0.014450867
Aime-la-Plagne,,,,,fr,6.648394,45.554202,0.014450867
Landry,,,,,fr,6.733522,45.574194,0.014450867
Bourg-Saint-Maurice,,,,,fr,6.771664,45.618826,0.014450867
Agde,,,,,fr,3.4658,43.317498,0.355491329
Sète,,,,,fr,3.696535,43.41281,0.355491329
Perpignan,,,,,fr,2.879397,42.695938,0.355491329
Toulon,,,,,fr,5.9326648,43.1274781,2.968208092
Tourcoing,,,,,fr,3.168033,50.716663,20.45953757
Valence TGV,,,,,fr,4.978529,44.992586,6.895953757
Aachen Hbf,Aix-la-Chapelle Hbf,Aken Hbf,,,de,6.105275,50.770832,33.26300578
Düsseldorf Hbf,,,,,de,6.794319,51.219962,4.222543353
Düsseldorf Flughafen Hbf,,,,,de,6.786837,51.292008,1.398843931
Essen Hbf,,,,,de,4.4512862,51.451355,4.222543353
Duisburg Hbf,,,,,de,6.7759037,51.42978,2.812138728
Frankfurt am Main Flughafen,Francfort-sur-le-Main Aéroport,Frankfurt am Main Luchthaven,,Frankfurt am Main Airport,de,8.569853,50.051696,5.716763006
Frankfurt am Main Hbf,Francfort-sur-le-Main Hbf,,,,de,8.6653708,50.1071318,5.716763006
Köln Hbf,Cologne Hbf,Keulen Hbf,,,de,6.958823,50.942721,12.54046243
Siegburg,,,,,de,7.203029,50.793916,1.74566474
Limburg Süd,,,,,de,8.096112,50.3825,0.777456647
Bertrange Strassen,,,,,lu,6.060601,49.613002,28.58959538
Clervaux,,,,,lu,6.031393,50.054724,17.14739884
Drauffelt,,,,,lu,6.006106,50.017778,17.14739884
Ettelbréck,Ettelbruck,Ettelbruck,Ettelbrück,,lu,6.104169,49.847496,17.14739884
Capellen,,,,,lu,5.982265,49.638463,26.22254335
Kautebaach,Kautenbach,Kautenbach,Kautenbach,,lu,6.020003,49.952777,17.14739884
Klengbetten,Kleinbettingen,Kleinbettingen,Kleinbettingen,,lu,5.916385,49.646389,26.83236994
Lëtzebuerg,Luxembourg,Luxemburg,Luxemburg,,lu,6.133331,49.599996,146.6011561
Mamer,,,,,lu,6.02014,49.625663,26.22254335
Mamer-Lycée,,,,,lu,6.02968,49.618415,21.16184971
Mersch,,,,,lu,6.106111,49.748893,17.10404624
Rodange,,,,,lu,5.845028,49.551283,82.24277457
Troisvierges,,,,,lu,6.000281,50.121109,17.14739884
Wilwerwiltz,,,,,lu,5.999166,49.988887,17.14739884
Basel,,Bazel,,,ch,7.590716,47.547408,2.057803468
Ebbsfleet International,,,,,gb,0.32107,51.44304,0
London Saint Pancras International,Londres Saint Pancras,Londen Saint Pancras,,,gb,-0.1260606,51.5310399,0
Thurn en Taxis/Tour et Taxis,Tour et Taxis,Thurn en Taxis,Tour et Taxis,Thurn en Taxis,be,4.3485929,50.8642714,0
Mouterij/Germoir,Germoir,Mouterij,Germoir,Mouterij,be,4.37866,50.829929,0
Arcaden/Arcades,Arcades,Arcaden,,,be,4.398333,50.809722,0
